evidence_sha256	bank	sound_id	source_id	root_note	key_min	key_max	velocity_min	velocity_max	route_ntypes	route_event_ids	route_target_id	selection_group_id	selection_mode	avoid_repeat	playlist_index	playlist_order	playlist_weight	container_loop_count	selection_continuous	selection_global	selection_reset_playlist	selection_max_instances	selection_kill_newest	instance_group_id	max_instances	kill_newest	instance_limit_global	instance_use_virtual_behavior	instance_limits	pitch_cents	pitch_random_min_cents	pitch_random_max_cents	makeup_gain_db	volume_db	release_ms	sound_loop_count	midi_break_loop_on_note_off	sample_loops	loop_start_frame	loop_end_frame	loop_play_count	sample_loop_regions	wem_exists	wav_exists	wem_path	wav_path
a4875632c008e77e9d20dd20826735755697c6bdda8d76dab9a8f638466b61bc	midi_instrument_00_acousticguitar	548644507	676988781	72	61	72	126	127	[0, 99]	[489059638, 640058120]	241270154	408366618	sequence	1	1	[623096071, 548644507]	50000	1	False	True	True	0	False		0	False	False	False	[]	0.0	0.0	0.0	0.0	-4.0	600.0000238418579		False	0				[]	True	True	midi_instrument_00_acousticguitar/676988781.wem	midi_instrument_00_acousticguitar/676988781.wav
a4875632c008e77e9d20dd20826735755697c6bdda8d76dab9a8f638466b61bc	midi_instrument_00_acousticguitar	623096071	900600666	72	61	72	126	127	[0, 99]	[489059638, 640058120]	241270154	408366618	sequence	1	0	[623096071, 548644507]	50000	1	False	True	True	0	False		0	False	False	False	[]	0.0	0.0	0.0	0.0	-4.0	600.0000238418579		False	0				[]	True	True	midi_instrument_00_acousticguitar/900600666.wem	midi_instrument_00_acousticguitar/900600666.wav
a4875632c008e77e9d20dd20826735755697c6bdda8d76dab9a8f638466b61bc	midi_instrument_00_acousticguitar	497812808	84994061	78	73	127	126	127	[0, 99]	[489059638, 640058120]	241270154	549563647	sequence	1	1	[861924132, 497812808]	50000	1	False	True	True	0	False		0	False	False	False	[]	0.0	0.0	0.0	0.0	-4.0	600.0000238418579		False	0				[]	True	True	midi_instrument_00_acousticguitar/84994061.wem	midi_instrument_00_acousticguitar/84994061.wav
a4875632c008e77e9d20dd20826735755697c6bdda8d76dab9a8f638466b61bc	midi_instrument_00_acousticguitar	861924132	805595018	78	73	127	126	127	[0, 99]	[489059638, 640058120]	241270154	549563647	sequence	1	0	[861924132, 497812808]	50000	1	False	True	True	0	False		0	False	False	False	[]	0.0	0.0	0.0	0.0	-4.0	600.0000238418579		False	0				[]	True	True	midi_instrument_00_acousticguitar/805595018.wem	midi_instrument_00_acousticguitar/805595018.wav
a4875632c008e77e9d20dd20826735755697c6bdda8d76dab9a8f638466b61bc	midi_instrument_01_flute	49614485	185092989	48	0	48	0	127	[0, 99]	[301729126, 452727736]	359684403	49614485	single	0		[]			False	False	False		False		0	False	False	False	[]	0.0	0.0	0.0	0.0	-6.0	89.00000154972076		False	0				[]	True	True	midi_instrument_01_flute/185092989.wem	midi_instrument_01_flute/185092989.wav
a4875632c008e77e9d20dd20826735755697c6bdda8d76dab9a8f638466b61bc	midi_instrument_01_flute	504268562	130339141	54	49	54	0	127	[0, 99]	[301729126, 452727736]	359684403	504268562	single	0		[]			False	False	False		False		0	False	False	False	[]	0.0	0.0	0.0	0.0	-6.0	89.00000154972076		False	0				[]	True	True	midi_instrument_01_flute/130339141.wem	midi_instrument_01_flute/130339141.wav
a4875632c008e77e9d20dd20826735755697c6bdda8d76dab9a8f638466b61bc	midi_instrument_01_flute	778577936	864423605	66	55	60	0	127	[0, 99]	[301729126, 452727736]	359684403	778577936	single	0		[]			False	False	False		False		0	False	False	False	[]	0.0	0.0	0.0	0.0	-6.0	89.00000154972076		False	0				[]	True	True	midi_instrument_01_flute/864423605.wem	midi_instrument_01_flute/864423605.wav
a4875632c008e77e9d20dd20826735755697c6bdda8d76dab9a8f638466b61bc	midi_instrument_01_flute	42597448	434299083	66	61	66	0	127	[0, 99]	[301729126, 452727736]	359684403	42597448	single	0		[]			False	False	False		False		0	False	False	False	[]	0.0	0.0	0.0	0.0	-6.0	89.00000154972076		False	0				[]	True	True	midi_instrument_01_flute/434299083.wem	midi_instrument_01_flute/434299083.wav
a4875632c008e77e9d20dd20826735755697c6bdda8d76dab9a8f638466b61bc	midi_instrument_01_flute	153537557	1047162426	72	67	72	0	127	[0, 99]	[301729126, 452727736]	359684403	153537557	single	0		[]			False	False	False		False		0	False	False	False	[]	0.0	0.0	0.0	0.0	-6.0	89.00000154972076		False	0				[]	True	True	midi_instrument_01_flute/1047162426.wem	midi_instrument_01_flute/1047162426.wav
a4875632c008e77e9d20dd20826735755697c6bdda8d76dab9a8f638466b61bc	midi_instrument_01_flute	584249640	873015896	78	73	108	0	127	[0, 99]	[301729126, 452727736]	359684403	584249640	single	0		[]			False	False	False		False		0	False	False	False	[]	0.0	0.0	0.0	0.0	-6.0	89.00000154972076		False	0				[]	True	True	midi_instrument_01_flute/873015896.wem	midi_instrument_01_flute/873015896.wav
a4875632c008e77e9d20dd20826735755697c6bdda8d76dab9a8f638466b61bc	midi_instrument_02_recorder	35242923	731282485	72	0	48	0	127	[0, 99]	[640396731, 489398105]	1067641470	35242923	single	0		[]			False	False	False		False		0	False	False	False	[]	0.0	0.0	0.0	0.0	-12.0	9.999999776482582	0	False	1	111552	169858	0	[{'start_frame': 111552, 'end_frame': 169858, 'play_count': 0}]	True	True	midi_instrument_02_recorder/731282485.wem	midi_instrument_02_recorder/731282485.wav
a4875632c008e77e9d20dd20826735755697c6bdda8d76dab9a8f638466b61bc	midi_instrument_02_recorder	179894111	667374261	72	49	60	0	127	[0, 99]	[640396731, 489398105]	1067641470	179894111	single	0		[]			False	False	False		False		0	False	False	False	[]	0.0	0.0	0.0	0.0	-12.0	9.999999776482582	0	False	1	132349	173476	0	[{'start_frame': 132349, 'end_frame': 173476, 'play_count': 0}]	True	True	midi_instrument_02_recorder/667374261.wem	midi_instrument_02_recorder/667374261.wav
a4875632c008e77e9d20dd20826735755697c6bdda8d76dab9a8f638466b61bc	midi_instrument_02_recorder	137721470	25216939	84	61	96	0	127	[0, 99]	[640396731, 489398105]	1067641470	137721470	single	0		[]			False	False	False		False		0	False	False	False	[]	0.0	0.0	0.0	0.0	-12.0	9.999999776482582	0	False	1	125017	161418	0	[{'start_frame': 125017, 'end_frame': 161418, 'play_count': 0}]	True	True	midi_instrument_02_recorder/25216939.wem	midi_instrument_02_recorder/25216939.wav
a4875632c008e77e9d20dd20826735755697c6bdda8d76dab9a8f638466b61bc	midi_instrument_03_snaredrum	498027390	356414994	48	60	71	0	116	[0, 99]	[1277278083, 1394721409]	471638022	1006457997	sequence	1	0	[498027390, 208970171]	50000	1	False	True	True	0	False		0	False	False	False	[]	0.0	0.0	0.0	0.0	-6.0	1000.0		False	0				[]	True	True	midi_instrument_03_snaredrum/356414994.wem	midi_instrument_03_snaredrum/356414994.wav
a4875632c008e77e9d20dd20826735755697c6bdda8d76dab9a8f638466b61bc	midi_instrument_03_snaredrum	208970171	798278033	48	60	71	0	116	[0, 99]	[1277278083, 1394721409]	471638022	1006457997	sequence	1	1	[498027390, 208970171]	50000	1	False	True	True	0	False		0	False	False	False	[]	0.0	0.0	0.0	0.0	-6.0	1000.0		False	0				[]	True	True	midi_instrument_03_snaredrum/798278033.wem	midi_instrument_03_snaredrum/798278033.wav
a4875632c008e77e9d20dd20826735755697c6bdda8d76dab9a8f638466b61bc	midi_instrument_03_snaredrum	388214457	491243021	48	60	71	117	127	[0, 99]	[1277278083, 1394721409]	471638022	671389338	sequence	1	0	[388214457, 532030743]	50000	1	False	True	True	0	False		0	False	False	False	[]	0.0	0.0	0.0	0.0	-6.0	1000.0		False	0				[]	True	True	midi_instrument_03_snaredrum/491243021.wem	midi_instrument_03_snaredrum/491243021.wav
a4875632c008e77e9d20dd20826735755697c6bdda8d76dab9a8f638466b61bc	midi_instrument_03_snaredrum	532030743	823509899	48	60	71	117	127	[0, 99]	[1277278083, 1394721409]	471638022	671389338	sequence	1	1	[388214457, 532030743]	50000	1	False	True	True	0	False		0	False	False	False	[]	0.0	0.0	0.0	0.0	-6.0	1000.0		False	0				[]	True	True	midi_instrument_03_snaredrum/823509899.wem	midi_instrument_03_snaredrum/823509899.wav
a4875632c008e77e9d20dd20826735755697c6bdda8d76dab9a8f638466b61bc	midi_instrument_03_snaredrum	139276019	82625886	72	72	83	0	116	[0, 99]	[1277278083, 1394721409]	471638022	139276019	single	0		[]			False	False	False		False		0	False	False	False	[]	0.0	0.0	0.0	0.0	-6.0	100.00000149011612		False	0				[]	True	True	midi_instrument_03_snaredrum/82625886.wem	midi_instrument_03_snaredrum/82625886.wav
a4875632c008e77e9d20dd20826735755697c6bdda8d76dab9a8f638466b61bc	midi_instrument_03_snaredrum	644965779	693982012	72	72	83	117	127	[0, 99]	[1277278083, 1394721409]	471638022	644965779	single	0		[]			False	False	False		False		0	False	False	False	[]	0.0	0.0	0.0	0.0	-6.0	100.00000149011612		False	0				[]	True	True	midi_instrument_03_snaredrum/693982012.wem	midi_instrument_03_snaredrum/693982012.wav
a4875632c008e77e9d20dd20826735755697c6bdda8d76dab9a8f638466b61bc	midi_instrument_04_handdrum	899523069	1059701000	48	60	60	0	50	[0, 99]	[238976414, 121533072]	518789494	461055747	sequence	1	0	[899523069]	50000	1	False	True	True	0	False	999535842	1	False	False	False	[{'group_id': 999535842, 'max_instances': 1, 'kill_newest': False, 'global_scope': False, 'use_virtual_behavior': False}]	0.0	0.0	0.0	0.0	-6.0	1000.0		False	0				[]	True	True	midi_instrument_04_handdrum/1059701000.wem	midi_instrument_04_handdrum/1059701000.wav
a4875632c008e77e9d20dd20826735755697c6bdda8d76dab9a8f638466b61bc	midi_instrument_04_handdrum	581875557	821803239	48	60	60	51	79	[0, 99]	[238976414, 121533072]	518789494	552543561	sequence	1	0	[581875557]	50000	1	False	True	True	0	False	999535842	1	False	False	False	[{'group_id': 999535842, 'max_instances': 1, 'kill_newest': False, 'global_scope': False, 'use_virtual_behavior': False}]	0.0	0.0	0.0	0.0	-6.0	1000.0		False	0				[]	True	True	midi_instrument_04_handdrum/821803239.wem	midi_instrument_04_handdrum/821803239.wav
a4875632c008e77e9d20dd20826735755697c6bdda8d76dab9a8f638466b61bc	midi_instrument_04_handdrum	238982695	957144693	48	60	60	80	117	[0, 99]	[238976414, 121533072]	518789494	812244749	sequence	1	0	[238982695]	50000	1	False	True	True	0	False	999535842	1	False	False	False	[{'group_id': 999535842, 'max_instances': 1, 'kill_newest': False, 'global_scope': False, 'use_virtual_behavior': False}]	0.0	0.0	0.0	0.0	-6.0	1000.0		False	0				[]	True	True	midi_instrument_04_handdrum/957144693.wem	midi_instrument_04_handdrum/957144693.wav
a4875632c008e77e9d20dd20826735755697c6bdda8d76dab9a8f638466b61bc	midi_instrument_04_handdrum	964025603	789736109	48	60	60	118	127	[0, 99]	[238976414, 121533072]	518789494	998971633	sequence	1	0	[964025603]	50000	1	False	True	True	0	False	999535842	1	False	False	False	[{'group_id': 999535842, 'max_instances': 1, 'kill_newest': False, 'global_scope': False, 'use_virtual_behavior': False}]	0.0	0.0	0.0	0.0	-6.0	1000.0		False	0				[]	True	True	midi_instrument_04_handdrum/789736109.wem	midi_instrument_04_handdrum/789736109.wav
a4875632c008e77e9d20dd20826735755697c6bdda8d76dab9a8f638466b61bc	midi_instrument_04_handdrum	217703337	772080106	65	65	65	0	50	[0, 99]	[238976414, 121533072]	518789494	889766284	sequence	1	0	[217703337]	50000	1	False	True	True	0	False	165708636	1	False	False	False	[{'group_id': 165708636, 'max_instances': 1, 'kill_newest': False, 'global_scope': False, 'use_virtual_behavior': False}]	0.0	0.0	0.0	0.0	-6.0	1000.0		False	0				[]	True	True	midi_instrument_04_handdrum/772080106.wem	midi_instrument_04_handdrum/772080106.wav
a4875632c008e77e9d20dd20826735755697c6bdda8d76dab9a8f638466b61bc	midi_instrument_04_handdrum	534363076	748764144	65	65	65	51	79	[0, 99]	[238976414, 121533072]	518789494	57187256	sequence	1	0	[534363076]	50000	1	False	True	True	0	False	165708636	1	False	False	False	[{'group_id': 165708636, 'max_instances': 1, 'kill_newest': False, 'global_scope': False, 'use_virtual_behavior': False}]	0.0	0.0	0.0	0.0	-6.0	1000.0		False	0				[]	True	True	midi_instrument_04_handdrum/748764144.wem	midi_instrument_04_handdrum/748764144.wav
a4875632c008e77e9d20dd20826735755697c6bdda8d76dab9a8f638466b61bc	midi_instrument_04_handdrum	460432892	698956166	65	65	65	80	117	[0, 99]	[238976414, 121533072]	518789494	863987948	sequence	1	0	[460432892]	50000	1	False	True	True	0	False	165708636	1	False	False	False	[{'group_id': 165708636, 'max_instances': 1, 'kill_newest': False, 'global_scope': False, 'use_virtual_behavior': False}]	0.0	0.0	0.0	0.0	-6.0	1000.0		False	0				[]	True	True	midi_instrument_04_handdrum/698956166.wem	midi_instrument_04_handdrum/698956166.wav
a4875632c008e77e9d20dd20826735755697c6bdda8d76dab9a8f638466b61bc	midi_instrument_04_handdrum	587141629	824690303	65	65	65	118	127	[0, 99]	[238976414, 121533072]	518789494	785260876	sequence	1	0	[587141629]	50000	1	False	True	True	0	False	165708636	1	False	False	False	[{'group_id': 165708636, 'max_instances': 1, 'kill_newest': False, 'global_scope': False, 'use_virtual_behavior': False}]	0.0	0.0	0.0	0.0	-6.0	1000.0		False	0				[]	True	True	midi_instrument_04_handdrum/824690303.wem	midi_instrument_04_handdrum/824690303.wav
a4875632c008e77e9d20dd20826735755697c6bdda8d76dab9a8f638466b61bc	midi_instrument_04_handdrum	43191678	406886587	66	66	66	0	50	[0, 99]	[238976414, 121533072]	518789494	552297230	sequence	1	0	[43191678]	50000	1	False	True	True	0	False	165708636	1	False	False	False	[{'group_id': 165708636, 'max_instances': 1, 'kill_newest': False, 'global_scope': False, 'use_virtual_behavior': False}]	0.0	0.0	0.0	0.0	-6.0	1000.0		False	0				[]	True	True	midi_instrument_04_handdrum/406886587.wem	midi_instrument_04_handdrum/406886587.wav
a4875632c008e77e9d20dd20826735755697c6bdda8d76dab9a8f638466b61bc	midi_instrument_04_handdrum	211231623	380585974	66	66	66	51	79	[0, 99]	[238976414, 121533072]	518789494	687735801	sequence	1	0	[211231623]	50000	1	False	True	True	0	False	165708636	1	False	False	False	[{'group_id': 165708636, 'max_instances': 1, 'kill_newest': False, 'global_scope': False, 'use_virtual_behavior': False}]	0.0	0.0	0.0	0.0	-6.0	1000.0		False	0				[]	True	True	midi_instrument_04_handdrum/380585974.wem	midi_instrument_04_handdrum/380585974.wav
a4875632c008e77e9d20dd20826735755697c6bdda8d76dab9a8f638466b61bc	midi_instrument_04_handdrum	285500196	842096004	66	66	66	80	117	[0, 99]	[238976414, 121533072]	518789494	542450018	sequence	1	0	[285500196]	50000	1	False	True	True	0	False	165708636	1	False	False	False	[{'group_id': 165708636, 'max_instances': 1, 'kill_newest': False, 'global_scope': False, 'use_virtual_behavior': False}]	0.0	0.0	0.0	0.0	-6.0	1000.0		False	0				[]	True	True	midi_instrument_04_handdrum/842096004.wem	midi_instrument_04_handdrum/842096004.wav
a4875632c008e77e9d20dd20826735755697c6bdda8d76dab9a8f638466b61bc	midi_instrument_04_handdrum	45233723	193205186	66	66	66	118	127	[0, 99]	[238976414, 121533072]	518789494	630450870	sequence	1	0	[45233723]	50000	1	False	True	True	0	False	165708636	1	False	False	False	[{'group_id': 165708636, 'max_instances': 1, 'kill_newest': False, 'global_scope': False, 'use_virtual_behavior': False}]	0.0	0.0	0.0	0.0	-6.0	1000.0		False	0				[]	True	True	midi_instrument_04_handdrum/193205186.wem	midi_instrument_04_handdrum/193205186.wav
a4875632c008e77e9d20dd20826735755697c6bdda8d76dab9a8f638466b61bc	midi_instrument_04_handdrum	353837828	872864186	67	67	67	0	50	[0, 99]	[238976414, 121533072]	518789494	828499722	sequence	1	0	[353837828]	50000	1	False	True	True	0	False	165708636	1	False	False	False	[{'group_id': 165708636, 'max_instances': 1, 'kill_newest': False, 'global_scope': False, 'use_virtual_behavior': False}]	0.0	0.0	0.0	0.0	-6.0	1000.0		False	0				[]	True	True	midi_instrument_04_handdrum/872864186.wem	midi_instrument_04_handdrum/872864186.wav
a4875632c008e77e9d20dd20826735755697c6bdda8d76dab9a8f638466b61bc	midi_instrument_04_handdrum	627697704	1016797379	67	67	67	51	79	[0, 99]	[238976414, 121533072]	518789494	538630238	sequence	1	0	[627697704]	50000	1	False	True	True	0	False	165708636	1	False	False	False	[{'group_id': 165708636, 'max_instances': 1, 'kill_newest': False, 'global_scope': False, 'use_virtual_behavior': False}]	0.0	0.0	0.0	0.0	-6.0	1000.0		False	0				[]	True	True	midi_instrument_04_handdrum/1016797379.wem	midi_instrument_04_handdrum/1016797379.wav
a4875632c008e77e9d20dd20826735755697c6bdda8d76dab9a8f638466b61bc	midi_instrument_04_handdrum	883020436	693163336	67	67	67	80	117	[0, 99]	[238976414, 121533072]	518789494	823346607	sequence	1	0	[883020436]	50000	1	False	True	True	0	False	165708636	1	False	False	False	[{'group_id': 165708636, 'max_instances': 1, 'kill_newest': False, 'global_scope': False, 'use_virtual_behavior': False}]	0.0	0.0	0.0	0.0	-6.0	1000.0		False	0				[]	True	True	midi_instrument_04_handdrum/693163336.wem	midi_instrument_04_handdrum/693163336.wav
a4875632c008e77e9d20dd20826735755697c6bdda8d76dab9a8f638466b61bc	midi_instrument_04_handdrum	829337851	1039299035	67	67	67	118	127	[0, 99]	[238976414, 121533072]	518789494	439145548	sequence	1	0	[829337851]	50000	1	False	True	True	0	False	165708636	1	False	False	False	[{'group_id': 165708636, 'max_instances': 1, 'kill_newest': False, 'global_scope': False, 'use_virtual_behavior': False}]	0.0	0.0	0.0	0.0	-6.0	1000.0		False	0				[]	True	True	midi_instrument_04_handdrum/1039299035.wem	midi_instrument_04_handdrum/1039299035.wav
a4875632c008e77e9d20dd20826735755697c6bdda8d76dab9a8f638466b61bc	midi_instrument_04_handdrum	562814709	1063945239	72	72	72	0	50	[0, 99]	[238976414, 121533072]	518789494	96714429	sequence	1	0	[562814709]	50000	1	False	True	True	0	False	838226382	1	False	False	False	[{'group_id': 838226382, 'max_instances': 1, 'kill_newest': False, 'global_scope': False, 'use_virtual_behavior': False}]	0.0	0.0	0.0	0.0	-6.0	1000.0		False	0				[]	True	True	midi_instrument_04_handdrum/1063945239.wem	midi_instrument_04_handdrum/1063945239.wav
a4875632c008e77e9d20dd20826735755697c6bdda8d76dab9a8f638466b61bc	midi_instrument_04_handdrum	723780410	626441993	72	72	72	51	79	[0, 99]	[238976414, 121533072]	518789494	840796633	sequence	1	0	[723780410]	50000	1	False	True	True	0	False	838226382	1	False	False	False	[{'group_id': 838226382, 'max_instances': 1, 'kill_newest': False, 'global_scope': False, 'use_virtual_behavior': False}]	0.0	0.0	0.0	0.0	-6.0	1000.0		False	0				[]	True	True	midi_instrument_04_handdrum/626441993.wem	midi_instrument_04_handdrum/626441993.wav
a4875632c008e77e9d20dd20826735755697c6bdda8d76dab9a8f638466b61bc	midi_instrument_04_handdrum	423523230	821448011	72	72	72	80	117	[0, 99]	[238976414, 121533072]	518789494	709804930	sequence	1	0	[423523230]	50000	1	False	True	True	0	False	838226382	1	False	False	False	[{'group_id': 838226382, 'max_instances': 1, 'kill_newest': False, 'global_scope': False, 'use_virtual_behavior': False}]	0.0	0.0	0.0	0.0	-6.0	1000.0		False	0				[]	True	True	midi_instrument_04_handdrum/821448011.wem	midi_instrument_04_handdrum/821448011.wav
a4875632c008e77e9d20dd20826735755697c6bdda8d76dab9a8f638466b61bc	midi_instrument_04_handdrum	580046828	760509343	72	72	72	118	127	[0, 99]	[238976414, 121533072]	518789494	826638323	sequence	1	0	[580046828]	50000	1	False	True	True	0	False	838226382	1	False	False	False	[{'group_id': 838226382, 'max_instances': 1, 'kill_newest': False, 'global_scope': False, 'use_virtual_behavior': False}]	0.0	0.0	0.0	0.0	-6.0	1000.0		False	0				[]	True	True	midi_instrument_04_handdrum/760509343.wem	midi_instrument_04_handdrum/760509343.wav
a4875632c008e77e9d20dd20826735755697c6bdda8d76dab9a8f638466b61bc	midi_instrument_04_handdrum	575738908	255278743	73	73	73	0	50	[0, 99]	[238976414, 121533072]	518789494	125713166	sequence	1	0	[575738908]	50000	1	False	True	True	0	False	838226382	1	False	False	False	[{'group_id': 838226382, 'max_instances': 1, 'kill_newest': False, 'global_scope': False, 'use_virtual_behavior': False}]	0.0	0.0	0.0	0.0	-6.0	1000.0		False	0				[]	True	True	midi_instrument_04_handdrum/255278743.wem	midi_instrument_04_handdrum/255278743.wav
a4875632c008e77e9d20dd20826735755697c6bdda8d76dab9a8f638466b61bc	midi_instrument_04_handdrum	152371812	813575198	73	73	73	51	79	[0, 99]	[238976414, 121533072]	518789494	332761132	sequence	1	0	[152371812]	50000	1	False	True	True	0	False	838226382	1	False	False	False	[{'group_id': 838226382, 'max_instances': 1, 'kill_newest': False, 'global_scope': False, 'use_virtual_behavior': False}]	0.0	0.0	0.0	0.0	-6.0	1000.0		False	0				[]	True	True	midi_instrument_04_handdrum/813575198.wem	midi_instrument_04_handdrum/813575198.wav
a4875632c008e77e9d20dd20826735755697c6bdda8d76dab9a8f638466b61bc	midi_instrument_04_handdrum	894057061	128179477	73	73	73	80	117	[0, 99]	[238976414, 121533072]	518789494	774793394	sequence	1	0	[894057061]	50000	1	False	True	True	0	False	838226382	1	False	False	False	[{'group_id': 838226382, 'max_instances': 1, 'kill_newest': False, 'global_scope': False, 'use_virtual_behavior': False}]	0.0	0.0	0.0	0.0	-6.0	1000.0		False	0				[]	True	True	midi_instrument_04_handdrum/128179477.wem	midi_instrument_04_handdrum/128179477.wav
a4875632c008e77e9d20dd20826735755697c6bdda8d76dab9a8f638466b61bc	midi_instrument_04_handdrum	560949591	873044658	73	73	73	118	127	[0, 99]	[238976414, 121533072]	518789494	810936512	sequence	1	0	[560949591]	50000	1	False	True	True	0	False	838226382	1	False	False	False	[{'group_id': 838226382, 'max_instances': 1, 'kill_newest': False, 'global_scope': False, 'use_virtual_behavior': False}]	0.0	0.0	0.0	0.0	-6.0	1000.0		False	0				[]	True	True	midi_instrument_04_handdrum/873044658.wem	midi_instrument_04_handdrum/873044658.wav
